category,english,kanji,kana
"The weather, the climate ☀",to pour with rain,雨で注ぐ,あめでそそぐ
"The weather, the climate ☀",to cloud over,曇る,くもる
Geography and landscape,altitude,高度,こうど
Geography and landscape,the coast,海岸,かいがん
Geography and landscape,the jungle,ジャングル,じゃんぐる
Geography and landscape,the sea,海,うみ
Geography and landscape,nature,自然,しぜん
Geography and landscape,the plain,平原,へいげん
Geography and landscape,pollution,公害,こうがい
Geography and landscape,drought,渇水,かっすい
Geography and landscape,the valley,谷,たに
Geography and landscape,the continent,大陸,たいりく
Geography and landscape,the fjord,フィヨルド,ふぃよるど
Geography and landscape,the coastline,海岸線,かいがんせん
Geography and landscape,the landscape,風景,ふうけい
Geography and landscape,tropical,熱帯の,ねったいの
Geography and landscape,an archipelago,列島,れつしま
Geography and landscape,an atoll,環礁,かんしょう
Geography and landscape,a stone,石,いし
Geography and landscape,a canyon,峡谷,きょうこく
Geography and landscape,a course,コース,こーす
Geography and landscape,a river,川,かわ
Geography and landscape,a crater,火口,かこう
Geography and landscape,a delta,三角州,さんかくす
Geography and landscape,a desert,砂漠,さばく
Geography and landscape,an escarpment,崖,がけ
Geography and landscape,a pond,池,いけ
Geography and landscape,a ditch,溝,みぞ
Geography and landscape,a geyser,間欠泉,かんけつせん
Geography and landscape,a glacier,氷河,ひょうが
Geography and landscape,a landslide,地滑り,じすべり
Geography and landscape,a golf,ゴルフ,ごるふ
Geography and landscape,an abyss,奈落,ならく
Geography and landscape,a lagoon,ラグーン,らぐーん
Geography and landscape,a swamp,沼地,ぬまち
Geography and landscape,an ocean,海,うみ
Geography and landscape,a national park,国立公園,こくりつこうえん
Geography and landscape,a country,国,くに
Geography and landscape,a tray,盆,ぼん
Geography and landscape,a precipice,絶壁,ぜっぺき
Geography and landscape,a ravine,峡谷,きょうこく
Geography and landscape,a rock,岩,いわ
Geography and landscape,a stream,川,かわ
Geography and landscape,an earthquake,地震,じしん
Geography and landscape,an embankment,堤防,ていぼう
Geography and landscape,a coral reef,珊瑚礁,さんごしょう
Geography and landscape,a map,地図,ちず
Geography and landscape,a natural disaster,自然災害,しぜんさいがい
Geography and landscape,a waterfall,滝,たき
Geography and landscape,a hill,丘,おか
Geography and landscape,a creek,小川,おがわ
Geography and landscape,a flood,洪水,こうずい
Geography and landscape,a dune,砂丘,さきゅう
Geography and landscape,a volcanic eruption,火山噴火,かざんふんか
Geography and landscape,a cliff,崖,がけ
Geography and landscape,a crack,ひび,ひび
Geography and landscape,a forest,森,もり
Geography and landscape,a boundary,境界,きょうかい
Geography and landscape,a throat,のど,のど
Geography and landscape,a cave,洞窟,どうくつ
Geography and landscape,an island,島,しま
Geography and landscape,a mountain,山,やま
Geography and landscape,an oasis,オアシス,おあしす
Geography and landscape,a beach,浜辺,はまべ
Geography and landscape,a peninsula,半島,はんしま
Geography and landscape,a hot spring,温泉,おんせん
Geography and landscape,a stalactite,鍾乳石,しょうにゅういし
Natural disasters,drinking water,水を飲んでいる,みずをのんでいる
Natural disasters,fundraising,資金調達,しきんちょうたつ
Natural disasters,lava,溶岩,ようがん
Natural disasters,property losses,財産の損失,ざいさんのそんしつ
Natural disasters,extent of damage,被害の程度,ひがいのていど
Natural disasters,humanitarian aid,人道援助,じんどうえんじょ
Natural disasters,the extent,程度,ていど
Natural disasters,the epicenter,震源地,しんげんち
Natural disasters,the red cross,赤い十字架,あかいじゅうじか
Natural disasters,dehydration,脱水,だっすい
Natural disasters,famine,飢饉,ききん
Natural disasters,the threat,脅威,きょうい
Natural disasters,the panic,パニック,ぱにっく
Natural disasters,drought,干ばつ,かんばつ
Natural disasters,the rubble,がれき,がれき
Natural disasters,food supplies,食料供給,しょくりょうきょうきゅう
Natural disasters,the rescue,きゅうめい,きゅうめい
Natural disasters,torrential,激しい,はげしい
Natural disasters,a volunteer worker,ボランティア労働者,ぼらんてぃあろうどうしゃ
Natural disasters,a death toll,死者数,ししゃかず
Natural disasters,a flooded river,浸水した川,しんすいしたかわ
Natural disasters,a lava flow,溶岩流,ようがんりゅう
Natural disasters,a scarcity of food,食糧不足,しょくりょうぶそく
Natural disasters,a charity,慈善団体,じぜんだんたい
Natural disasters,a recovery program,回復プログラム,かいふくぷろぐらむ
Natural disasters,a relocation scheme,移転計画,いてんけいかく
Natural disasters,a relief program,救済プログラム,きゅうさいぷろぐらむ
Natural disasters,a tidal wave,津波,つなみ
Natural disasters,a fire hose,消防ホース,しょうぼうほーす
Natural disasters,a force 9 gale,力9強風,ちから9きょうふう
Natural disasters,a food shipment,食品の発送,しょくひんのはっそう
Natural disasters,a ladder,はしご,はしご
Natural disasters,an epidemic,エピデミック,えぴでみっく
Natural disasters,flooding,洪水,こうずい
Natural disasters,a casualty list,犠牲者リスト,ぎせいしゃりすと
Natural disasters,a rescue operation,救助活動,きゅうじょかつどう
Natural disasters,a food shortage,食糧不足,しょくりょうぶそく
Natural disasters,a dry spell,乾いた呪文,かわいたじゅもん
Natural disasters,a tectonic plate,構造プレート,こうぞうぷれーと
Natural disasters,an earth tremor,地球の微動,ちきゅうのびどう
Natural disasters,a warning horn,警告ホーン,けいこくほーん
Natural disasters,an emergency exit,非常口,ひじょうぐち
Natural disasters,to derail,脱線する,だっせんする
Natural disasters,to destroy,破壊する,はかいする
Natural disasters,to devastate,荒廃させる,こうはいさせる
Natural disasters,to crush,粉砕する,ふんさいする
Natural disasters,to sweep away,一掃する,いっそうする
Natural disasters,to erupt,噴火する,ふんかする
Natural disasters,to lie fellow,嘘をつく,うそをつく
Natural disasters,to be missing,行方不明になる,ゆくえふめいになる
Natural disasters,to evacuate,避難する,ひなんする
Natural disasters,to damage,損傷する,そんしょうする
Natural disasters,to flood,あふれさせる,あふれさせる
Natural disasters,to rescue,救助する,きゅうじょする
Natural disasters,to ravage,破壊する,はかいする
Natural disasters,to collapse,崩壊する,ほうかいする
Natural disasters,to crash into,衝突する,しょうとつする
Natural disasters,to take refuge,避難する,ひなんする
Natural disasters,to endure a drought,干ばつに耐える,かんばつにたえる
Natural disasters,to submerge,水没する,すいぼつする
Materials,Metals,金属,きんぞく
Materials,alloy,合金,ごうきん
Materials,aluminium,アルミニウム,あるみにうむ
Materials,brass,真鍮,しんちゅう
Materials,bronze,ブロンズ,ぶろんず
Materials,copper,銅,どう
Materials,gold,ゴールド,ごーるど
Materials,iron,鉄,てつ
Materials,lead,鉛,なまり
Materials,magnesium,マグネシウム,まぐねしうむ
Materials,nickel,ニッケル,にっける
Materials,platinum,白金,しろがね
Materials,silver,銀,ぎん
Materials,steel,鋼,こう
Materials,tin,錫,すず
Materials,titanium,チタン,ちたん
Materials,uranium,ウラン,うらん
Materials,zinc,亜鉛,あえん
Materials,Building materials,建材,けんざい
Materials,brick,れんが,れんが
Materials,cement,セメント,せめんと
Materials,concrete,コンクリート,こんくりーと
Materials,epoxy,エポキシ,えぽきし
Materials,fiberglass,グラスファイバー,ぐらすふぁいばー
Materials,glass,ガラス,がらす
Materials,granite,花崗岩,かこうがん
Materials,gravel,砂利,じゃり
Materials,marble,大理石,だいりせき
Materials,metal,金属,きんぞく
Materials,plaster,石膏,せっこう
Materials,plastic,プラスチック,ぷらすちっく
Materials,plywood,合板,ごうはん
Materials,sand,砂,すな
Materials,stone,石,いし
Materials,timber,木材,もくざい
Materials,slate,スレート,すれーと
Materials,Fabrics,生地,きじ
Materials,cashmere,カシミヤ,かしみや
Materials,cloth,布,ぬの
Materials,cotton,コットン,こっとん
Materials,denim,デニム,でにむ
Materials,felt,フェルト,ふぇると
Materials,lace,レース,れーす
Materials,leather,レザー,れざー
Materials,linen,リネン,りねん
Materials,nylon,ナイロン,ないろん
Materials,polyester,ポリエステル,ぽりえすてる
Materials,silk,シルク,しるく
Materials,synthetic fiber,合成繊維,ごうせいせんい
Materials,vinyl,ビニール,びにーる
Materials,wool,ウール,うーる
Materials,asbestos,アスベスト,あすべすと
Materials,ash,灰,はい
Materials,cardboard,段ボール,だんぼーる
Materials,chalk,チョーク,ちょーく
Materials,clay,粘土,ねんど
Materials,diamond,ダイヤモンド,だいやもんど
Materials,feather,フェザー,ふぇざー
Materials,fibreglass,グラスファイバー,ぐらすふぁいばー
Materials,gas,ガス,がす
Materials,ice,氷,こおり
Materials,ivory,象牙,ぞうげ
Materials,mud,泥,どろ
Materials,oil,油,あぶら
Materials,paper,論文,ろんぶん
Materials,paraffin,パラフィン,ぱらふぃん
Materials,petrol,ガソリン,がそりん
Materials,porcelain,磁器,じき
Materials,rubber,ゴム,ごむ
Materials,silica,シリカ,しりか
Materials,smoke,煙,けむり
Materials,soil,土,つち
Materials,steam,蒸気,じょうき
Materials,straw,ストロー,すとろー
Materials,water,水,みず
Religions and beliefs,a belief,信念,しんねん
Religions and beliefs,antichrist,反キリスト,はんきりすと
Religions and beliefs,apostasy,背教,はいきょう
Religions and beliefs,christening,洗礼,せんれい
Religions and beliefs,buddha,仏,ほとけ
Religions and beliefs,buddhist,仏教徒,ぶっきょうと
Religions and beliefs,catholic,カトリック,かとりっく
Religions and beliefs,christendom,キリスト教,きりすときょう
Religions and beliefs,christianity,キリスト教,きりすときょう
Religions and beliefs,vatican city,バチカン市,ばちかんし
Religions and beliefs,confucianism,儒教,じゅきょう
Religions and beliefs,converted,変換された,へんかんされた
Religions and beliefs,koranic,コーラン語,こーらんご
Religions and beliefs,divine,神の,かみの
Religions and beliefs,dogmatic,独断的,どくだんてき
Religions and beliefs,a church,教会,きょうかい
Religions and beliefs,esoteric,難解な,なんかいな
Religions and beliefs,evangelical,福音主義の,ふくいんしゅぎの
Religions and beliefs,evangelization,伝道,でんどう
Religions and beliefs,expansion,拡張,かくちょう
Religions and beliefs,halal,ハラール,はらーる
Religions and beliefs,heretical,異端の,いたんの
Religions and beliefs,hindou,ヒンドゥー,ひんどぅー
Religions and beliefs,idolatry,偶像崇拝,ぐうぞうすうはい
Religions and beliefs,impiety,不信心,ふしんこころ
Religions and beliefs,forbidden,禁じられた,きんじられた
Religions and beliefs,islamic,イスラムの,いすらむの
Religions and beliefs,islamology,イスラム学,いすらむがく
Religions and beliefs,islamophobia,イスラム恐怖症,いすらむきょうふしょう
Religions and beliefs,jesuit,イエズス会,いえずすかい
Religions and beliefs,jesus christ,イエス・キリスト,いえす・きりすと
Religions and beliefs,the membership,会員,かいいん
Religions and beliefs,the soul,魂,たましい
Religions and beliefs,animism,アニミズム,あにみずむ
Religions and beliefs,the incense,お香,おかおり
Religions and beliefs,the eternity,永遠,えいえん
Religions and beliefs,the excommunication,破門,はもん
Religions and beliefs,hinduism,ヒンドゥー教,ひんどぅーきょう
Religions and beliefs,the prohibition,禁止,きんし
Religions and beliefs,islam,イスラム教,いすらむきょう
Religions and beliefs,the islamization,イスラム化,いすらむか
Religions and beliefs,islamism,イスラム教,いすらむきょう
Religions and beliefs,the bible,聖書,せいしょ
Religions and beliefs,charia,カリア,かりあ
Religions and beliefs,the communion,聖体拝領,せいたいはいりょう
Religions and beliefs,the compassion,思いやり,おもいやり
Religions and beliefs,the conversion,変換,へんかん
Religions and beliefs,the devotion,献身,けんしん
Religions and beliefs,the faith,信仰,しんこう
Religions and beliefs,war,戦争,せんそう
Religions and beliefs,hierarchy,階層,かいそう
Religions and beliefs,secularism,世俗主義,せぞくしゅぎ
Religions and beliefs,the league,リーグ,りーぐ
Religions and beliefs,liturgy,典礼,てんれい
Religions and beliefs,the mass,質量,しつりょう
Religions and beliefs,the mecca,メッカ,めっか
Religions and beliefs,the meditation,瞑想,めいそう
Religions and beliefs,the morality,道徳,どうとく
Religions and beliefs,the birth,誕生,たんじょう
Religions and beliefs,the piety,信心深さ,しんじんふかさ
Religions and beliefs,the reform,改革,かいかく
Religions and beliefs,the reincarnation,生まれ変わり,うまれかわり
Religions and beliefs,wisdom,知恵,ちえ
Religions and beliefs,tolerance,寛容,かんよう
Religions and beliefs,the eternal life,永遠の命,えいえんのいのち
Religions and beliefs,the catechism,カテキズム,かてきずむ
Religions and beliefs,catholicism,カトリック,かとりっく
Religions and beliefs,celibacy,独身,どくしん
Religions and beliefs,chiism,カイズム,かいずむ
Religions and beliefs,christ,キリスト,きりすと
Religions and beliefs,the clergy,聖職者,せいしょくしゃ
Religions and beliefs,the koran,コーラン,こーらん
Religions and beliefs,devil,悪魔,あくま
Religions and beliefs,the diocese,教区,きょうく
Religions and beliefs,the disciple,弟子,でし
Religions and beliefs,the fanaticism,狂信,きょうしん
Religions and beliefs,the fundamentalism,原理主義,げんりしゅぎ
Religions and beliefs,the founder,創設者,そうせつしゃ
Religions and beliefs,jihad,ジハード,じはーど
Religions and beliefs,judaism,ユダヤ教,ゆだやきょう
Religions and beliefs,karma,カルマ,かるま
Religions and beliefs,monotheism,一神教,いちしんきょう
Religions and beliefs,pope,法王,ほうおう
Religions and beliefs,heaven,天国,てんごく
Religions and beliefs,the heaven,天国,てんごく
Religions and beliefs,the ramadan,ラマダン,らまだん
Religions and beliefs,the fast,速い,はやい
Religions and beliefs,holy spirit,聖霊,しょうりょう
Religions and beliefs,salafism,サラフィズム,さらふぃずむ
Religions and beliefs,lord,主,しゅ
Religions and beliefs,the sermon,説教,せっきょう
Religions and beliefs,shintoism,神道,しんとう
Religions and beliefs,talmud,タルマッド,たるまっど
Religions and beliefs,taoism,道教,どうきょう
Religions and beliefs,voodoo,ブードゥー,ぶーどぅー
Religions and beliefs,muslim,イスラム教徒,いすらむきょうと
Religions and beliefs,mystical,神秘的な,しんぴてきな
Religions and beliefs,nirvana,涅槃,ねはん
Religions and beliefs,paganism,異教,いきょう
Religions and beliefs,prayer,祈り,いのり
Religions and beliefs,layman,素人,しろうと
Religions and beliefs,prophetic,予言,よげん
Religions and beliefs,protestant,プロテスタント,ぷろてすたんと
Religions and beliefs,protestantism,プロテスタント,ぷろてすたんと
Religions and beliefs,purgatory,煉獄,れんごく
Religions and beliefs,reincarnation,生まれ変わり,うまれかわり
Religions and beliefs,religious,信仰深い,しんこうふかい
Religions and beliefs,resurrection,復活,ふっかつ
Religions and beliefs,sacred,神聖,しんせい
Religions and beliefs,satan,サタン,さたん
Religions and beliefs,sectarian,宗派,しゅうは
Religions and beliefs,shintoist,神道,しんとう
Religions and beliefs,spiritual,スピリチュアル,すぴりちゅある
Religions and beliefs,taoist,道教,どうきょう
Religions and beliefs,an adept,熟達した,じゅくたつした
Religions and beliefs,an animist,アニミスト,あにみすと
Religions and beliefs,an apostate,背教者,はいきょうもの
Religions and beliefs,an apostle,使徒,しと
Religions and beliefs,an archbishop,大司教,たいしきょう
Religions and beliefs,an altar,祭壇,さいだん
Religions and beliefs,an avatar,アバター,あばたー
Religions and beliefs,an ayatollah,アヤトラ,あやとら
Religions and beliefs,a buddhist,仏教徒,ぶっきょうと
Religions and beliefs,a caliphate,カリフ,かりふ
Religions and beliefs,a caliph,カリフ,かりふ
Religions and beliefs,a cardinal,枢機卿,すうききょう
Religions and beliefs,a catholic,カトリック,かとりっく
Religions and beliefs,a rosary,ロザリオ,ろざりお
Religions and beliefs,a concept,コンセプト,こんせぷと
Religions and beliefs,a confucianist,儒家,じゅか
Religions and beliefs,a council,評議会,ひょうぎかい
Religions and beliefs,a convent,修道院,しゅうどういん
Religions and beliefs,a crucifix,十字架,じゅうじか
Religions and beliefs,god,神,かみ
Religions and beliefs,a dogma,教義,きょうぎ
Religions and beliefs,an ecclesiastic,教会の,きょうかいの
Religions and beliefs,a bishop,司教,しきょう
Religions and beliefs,a headscarf,スカーフ,すかーふ
Religions and beliefs,a guru,達人,たつじん
Religions and beliefs,an hinduist,ヒンズー教徒,ひんずーきょうと
Religions and beliefs,an imam,イマーム,いまーむ
Religions and beliefs,an islamist,イスラム主義者,いすらむしゅぎしゃ
Religions and beliefs,islamologist,イスラム学者,いすらむがくしゃ
Religions and beliefs,a master,マスター,ますたー
Religions and beliefs,a marabout,回り道,まわりみち
Religions and beliefs,a martyr,殉教者,じゅんきょうもの
Religions and beliefs,a miscreant,悪党,あくとう
Religions and beliefs,a church member,教会員,きょうかいいん
Religions and beliefs,a messenger,メッセンジャー,めっせんじゃー
Religions and beliefs,a minaret,ミナレット,みなれっと
Religions and beliefs,a miracle,奇跡,きせき
Religions and beliefs,a missionary,宣教師,せんきょうし
Religions and beliefs,a monk,僧侶,そうりょ
Religions and beliefs,monk,モンク,もんく
Religions and beliefs,a monastery,修道院,しゅうどういん
Religions and beliefs,a mormon,モルモン,もるもん
Religions and beliefs,a muezzin,ムエジン,むえじん
Religions and beliefs,a muslim,イスラム教徒,いすらむきょうと
Religions and beliefs,a non muslim,非イスラム教徒,ひいすらむきょうと
Religions and beliefs,a pagan,異教の,いきょうの
Religions and beliefs,a pastor,牧師,ぼくし
Religions and beliefs,a sin,罪,つみ
Religions and beliefs,a pilgrim,巡礼者,じゅんれいもの
Religions and beliefs,a pilgrimage,巡礼,じゅんれい
Religions and beliefs,a precept,教訓,きょうくん
Religions and beliefs,a priest,司祭,しさい
Religions and beliefs,a prophet,預言者,よげんもの
Religions and beliefs,a protestant,プロテスタント,ぷろてすたんと
Religions and beliefs,a psalm,詩篇,しへん
Religions and beliefs,a rabbi,ラビ,らび
Religions and beliefs,a rite,儀式,ぎしき
Religions and beliefs,a ritual,儀式,ぎしき
Religions and beliefs,a sacrament,秘跡,ひせき
Religions and beliefs,a saint,聖人,せいじん
Religions and beliefs,a temple,寺院,じいん
Religions and beliefs,a sacred text,神聖なテキスト,しんせいなてきすと
Religions and beliefs,a turban,ターバン,たーばん
Religions and beliefs,an abbey,修道院,しゅうどういん
Religions and beliefs,a blessing,祝福,しゅくふく
Religions and beliefs,a caste,カースト,かーすと
Religions and beliefs,a cathedral,大聖堂,だいせいどう
Religions and beliefs,a community,コミュニティ,こみゅにてぃ
Religions and beliefs,a conviction,信念,しんねん
Religions and beliefs,a confession,告白,こくはく
Religions and beliefs,a congregation,会衆,かいしゅう
Religions and beliefs,goddess,女神,めがみ
Religions and beliefs,a doctrine,教義,きょうぎ
Religions and beliefs,a dynasty,王朝,おうちょう
Religions and beliefs,an education,教育,きょういく
Religions and beliefs,a brotherhood,兄弟愛,きょうだいあい
Religions and beliefs,an heresy,異端,いたん
Religions and beliefs,a majority,過半数,かはんすう
Religions and beliefs,a mosque,モスク,もすく
Religions and beliefs,a nun,尼僧,にそう
Religions and beliefs,an orthodox,正統派,せいとうは
Religions and beliefs,a persecution,迫害,はくがい
Religions and beliefs,a philosophy,哲学,てつがく
Religions and beliefs,a prayer,祈り,いのり
Religions and beliefs,a procession,行列,ぎょうれつ
Religions and beliefs,a revelation,啓示,けいじ
Religions and beliefs,a sect,宗派,しゅうは
Religions and beliefs,a surat,スラート,すらーと
Religions and beliefs,a superstition,迷信,めいしん
Religions and beliefs,a synagogue,シナゴーグ,しなごーぐ
Religions and beliefs,a tradition,伝統,でんとう
Religions and beliefs,zen,禅,ぜん
Religions and beliefs,to go to church,教会に行く,きょうかいにいく
Religions and beliefs,to go to mass,質量に行く,しつりょうにいく
Religions and beliefs,to go to hell,地獄に行く,じごくにいく
Religions and beliefs,to baptize,バプテスマする,ばぷてすまする
Religions and beliefs,to bless,祝福する,しゅくふくする
Religions and beliefs,to commit a sin,罪を犯す,つみをおかす
Religions and beliefs,to deify,神格化する,しんかくかする
Religions and beliefs,to be faithful,忠実であること,ちゅうじつであること
Religions and beliefs,to glorify,美化する,びかする
Religions and beliefs,to worship,礼拝へ,れいはいへ
Religions and beliefs,to preach,説教をする,せっきょうをする
Religions and beliefs,to pray,祈るために,いのるために
Religions and beliefs,to kneel,ひざまずく,ひざまずく
Science,science,科学,かがく
Science,weightless,無重力の,むじゅうりょくの
Science,gaseous,気体の,きたいの
Science,algebra,代数学,だいすうがく
Science,astronomy,天文学,てんもんがく
Science,space,空間,くうかん
Science,the universe,宇宙,うちゅう
Science,the bisector,二等分線,にとうぶんせん
Science,geometry,幾何学,きかがく
Science,physics,物理学,ぶつりがく
Science,the area,地域,ちいき
Science,the countdown,カウントダウン,かうんとだうん
Science,the cosmos,宇宙,うちゅう
Science,mathematics,数学,すうがく
Science,the progress,経過,けいか
Science,parallel to,〜と平行である,〜とへいこうである
Science,perpendicular to,〜に垂直である,〜にすいちょくである
Science,an acid,酸,さん
Science,a right angle,直角,ちょっかく
Science,an astronaut,宇宙飛行士,うちゅうひこうし
Science,a spaceman,宇宙飛行士,うちゅうひこうし
Science,an astronomer,天文学者,てんもんがくしゃ
Science,a flask,フラスコ,ふらすこ
Science,a square,正方形,せいほうけい
Science,a circle,円,えん
Science,a research worker,研究員,けんきゅういん
Science,a figure,人影,ひとかげ
Science,a chemist,化学者,かがくしゃ
Science,a pair of compasses,コンパス1個,こんぱす1こ
Science,a cosmonaut,宇宙飛行士,うちゅうひこうし
Science,a side,側面,そくめん
Science,a gas,気体,きたい
Science,an inventor,発明家,はつめいか
Science,a laboratory,実験室,じっけんしつ
Science,a liquid,液体,えきたい
Science,a diamond,ダイヤモンド,だいやもんど
Science,a mathematician,数学者,すうがくしゃ
Science,a number,数,かず
Science,an observatory,天文台,てんもんだい
Science,a physicist,物理学者,ぶつりがくしゃ
Science,a postulate,公準,こうじゅん
Science,a product,製品,せいひん
Science,a protractor,分度器,ぶんどき
Science,a rectangle,長方形,ちょうほうけい
Science,a scientist,科学者,かがくしゃ
Science,a theorem,定理,ていり
Science,a black hole,ブラックホール,ぶらっくほーる
Science,an addition,追加,ついか
Science,a comet,彗星,すいせい
Science,a conclusion,結論,けつろん
Science,a curve,曲線,きょくせん
Science,a discovery,発見,はっけん
Science,a demonstration,実演,じつえん
Science,a division,区分,くぶん
Science,a test tube,試験管,しけんかん
Science,a shooting star,流れ星,ながれぼし
Science,a function,関数,かんすう
Science,a formula,公式,こうしき
Science,a galaxy,銀河系,ぎんがけい
Science,an invention,発明,はつめい
Science,a lens,レンズ,れんず
Science,a straight line,直線,ちょくせん
Science,a shuttle,シャトル,しゃとる
Science,an operation,操作,そうさ
Science,a planet,惑星,わくせい
Science,a full moon,満月,まんげつ
Science,a sum,合計,ごうけい
Science,a flying saucer,空飛ぶ円盤,くうひぶえんばん
Science,a subtraction,引き算,ひきざん
Science,to dissolve,解散する,かいさんする
Science,to annihilate,全滅する,ぜんめつする
Science,to calculate,計算する,けいさんする
Science,to decrease,減少する,げんしょうする
Science,to deduce,推論する,すいろんする
Science,to demonstrate,実証する,じっしょうする
Science,to divide,分割する,ぶんかつする
Science,to double,2倍になる,2ばいになる
Science,to invade,侵略する,しんりゃくする
Science,to frighten,おどかす,おどかす
Science,to make a mistake,誤りを犯す,あやまりをおかす
Science,to melt,溶ける,とける
Science,to magnify,拡大する,かくだいする
Science,to launch a rocket,ロケットを打ち上げる,ろけっとをうちあげる
Science,to put into orbit,軌道に乗せる,きどうにのせる
Science,to multiply,掛け算する,かけざんする
Science,to evaporate,蒸発する,じょうはつする
Science,to simulate,シミュレートする,しみゅれーとする
Science,to probe space,宇宙探査,うちゅうたんさ
Science,to subtract,差し引く,さしひく
Science,to spin round,回転する,かいてんする
Science,to draw a line,線を引く,せんをひく
Science,to use solvents,溶剤の使用,ようざいのしよう
Around town,a bus shelter,バス待合所,ばすまちあいところ
Around town,lively,にぎやか,にぎやか
Around town,noisy,騒々しい,そーぞーしい
Around town,green spaces,緑地,りょくち
Around town,congested,混雑した,こんざつした
Around town,historical,歴史的,れきしてき
Around town,industrialist,実業家,じつぎょうか
Around town,rush hour,ラッシュアワー,らっしゅあわー
Around town,the suburbs,郊外,こうがい
Around town,the delivery van,配達用バン,はいたつようばん
Around town,the crowd,群衆,ぐんしゅう
Around town,the laundromat,コインランドリー,こいんらんどりー
Around town,the bicycle path,自転車道,じてんしゃどう
Around town,pollution,汚染,おせん
Around town,the queue,待ち行列,まちぎょうれつ
Around town,the main street,大通り,おおどおり
Around town,the statue,彫像,ちょうぞう
Around town,the view,景色,けしき
Around town,the city centre,シティーセンター,してぃーせんたー
Around town,the corner,コーナー,こーなー
Around town,the city council,市議会,しぎかい
Around town,railings,手すり,てすり
Around town,the tar,タール,たーる
Around town,the newsstand,ニューススタンド,にゅーすすたんど
Around town,housing,ハウジング,はうじんぐ
Around town,the store,店舗,てんぽ
Around town,the parking meter,パーキングメーター,ぱーきんぐめーたー
Around town,the passage,通路,つうろ
Around town,the traffic,交通,こうつう
Around town,the pavement,舗装,ほそう
Around town,the slums,スラム街,すらむまち
Around town,the citizens,住民,じゅうみん
Around town,the sewers,下水道,げすいどう
Around town,the sights,観光スポット,かんこうすぽっと
Around town,surroundings,周囲,しゅうい
Around town,traffic lights,信号機,しんごうき
Around town,paving stones,敷石,しきいし
Around town,the ramparts,城壁,じょうへき
Around town,the rest room,トイレ,といれ
Around town,quiet,静か,しずか
Around town,peaceful,平和な,へいわな
Around town,picturesque,絵のような,えのような
Around town,safe,安全,あんぜん
Around town,overcrowded,過密,かみつ
Around town,busy,忙しい,いそがしい
Around town,an estate agent,不動産業者,ふどうさんぎょうしゃ
Around town,a flat,フラット,ふらっと
Around town,a bus stop,バス停留所,ばすていりゅうしょ
Around town,a borough,自治区,じちく
Around town,a bar,バー,ばー
Around town,a wine bar,ワインバー,わいんばー
Around town,a shanty town,貧民街,ひんみんまち
Around town,a boulevard,大通り,おおどおり
Around town,a post office,郵便局,ゆうびんきょく
Around town,dentists,歯科医,しかい
Around town,vets,獣医,じゅうい
Around town,a café,カフェ,かふぇ
Around town,an internet cafe,インターネットカフェ,いんたーねっとかふぇ
Around town,a gutter,側溝,そっこう
Around town,a crossroads,岐路,きろ
Around town,a commercial mall,商業モール,しょうぎょうもーる
Around town,a health centre,保健センター,ほけんせんたー
Around town,a police station,警察署,けいさつしょ
Around town,a tennis court,テニスコート,てにすこーと
Around town,a junction,ジャンクション,じゃんくしょん
Around town,a sewer,下水道,げすいどう
Around town,a traffic jam,交通渋滞,こうつうじゅうたい
Around town,a department store,デパート,でぱーと
Around town,a skyscraper,超高層ビル,ちょうこうそうびる
Around town,an inhabitant,住民,じゅうみん
Around town,a hospital,病院,びょういん
Around town,a hotel,ホテル,ほてる
Around town,a apartment block,アパートのブロック,あぱーとのぶろっく
Around town,an office block,オフィスブロック,おふぃすぶろっく
Around town,a tenant,テナント,てなんと
Around town,an accomodation,宿泊施設,しゅくはくしせつ
Around town,a store,商店,しょうてん
Around town,a mayor,市長,しちょう
Around town,a marketplace,市場の場所,しじょうのばしょ
Around town,a subway,地下鉄,ちかてつ
Around town,a monument,記念碑,きねんひ
Around town,a war memorial,戦争記念碑,せんそうきねんひ
Around town,a palace,宮殿,きゅうでん
Around town,a signpost,道標,どうひょう
Around town,a park,公園,こうえん
Around town,a parking meter,パーキングメーター,ぱーきんぐめーたー
Around town,a car park,駐車場,ちゅうしゃじょう
Around town,a block,ブロック,ぶろっく
Around town,a pedestrian,歩行者,ほこうしゃ
Around town,a bridge,橋,はし
Around town,a pub,パブ,ぱぶ
Around town,a restaurant,レストラン,れすとらん
Around town,a lamppost,街灯,がいとう
Around town,a roundabout,ラウンドアバウト,らうんどあばうと
Around town,a skate park,スケートパーク,すけーとぱーく
Around town,a stadium,スタジアム,すたじあむ
Around town,a supermarket,スーパーマーケット,すーぱーまーけっと
Around town,a theatre,劇場,げきじょう
Around town,a tourist,観光客,かんこうきゃく
Around town,a vehicle,車両,しゃりょう
Around town,a village,村,むら
Around town,a neighbour,隣人,りんじん
Around town,a zoo,動物園,どうぶつえん
Around town,a rest area,休憩所,きゅうけいじょ
Around town,an avenue,大通り,おおどおり
Around town,a library,図書館,としょかん
Around town,a capital,首都,しゅと
Around town,a fire station,消防署,しょうぼうしょ
Around town,a deviation,偏差,へんさ
Around town,a school,学校,がっこう
Around town,a fountain,噴水,ふんすい
Around town,a art gallery,アートギャラリー,あーとぎゃらりー
Around town,a train station,駅,えき
Around town,a bus station,バス停,ばすてい
